name,list_id,country,entity_type,address,remarks
"CHINA AEROSPACE TIMES ELECTRONICS CO., LTD",32085,,COMPANY,,"Equity Ticker 600879  CN; Issuer Name China Aerospace Times Electronics Co., Ltd; ISIN CNE000000J93; alt. ISIN CND10003B821; alt. ISIN CND100034J27; alt. ISIN CND100037514; alt. ISIN CND100032457; alt. ISIN CND10002R795; alt. ISIN CND10003D843; alt. ISIN CND100035G37; alt. ISIN CND100037S23; alt. ISIN CND10002B3Q3; alt. ISIN CND10002T6Q6; alt. ISIN CND100044B23; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91420100177716821Q (China); a.k.a. 'CATEC'."
CHINA AVIONICS SYSTEMS COMPANY LIMITED,32090,,COMPANY,,Equity Ticker 600372  CN; Issuer Name China Avionics Systems Company Limited; ISIN CNE0000018C0; alt. ISIN CND100018CL2; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000705514765U (China).
CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED,30930,,COMPANY,,Equity Ticker 601800 CN; alt. Equity Ticker 01800 HK; alt. Equity Ticker CYY DE; Issuer Name China Communications Construction Co. Ltd; alt. Issuer Name China Communications Construction Company Limited; alt. Issuer Name China Communications Construction Company Ltd; alt. Issuer Name China Communications Constr Co Ltd; ISIN CND10000GBD8; alt. ISIN CND10001TD67; alt. ISIN CND10002GB63; alt. ISIN CND10001TD75; alt. ISIN US1689261030; alt. ISIN CND10002G6P3; alt. ISIN CND10003TZ93; alt. ISIN CND100017CS9; alt. ISIN CND10001TD59; alt. ISIN CND10002K094; alt. ISIN CND10002H1Z2; alt. ISIN CND10003R421; alt. ISIN CND10002KKV9; alt. ISIN CND10002DZZ3; alt. ISIN CND10003KT58; alt. ISIN CND100043Z00; alt. ISIN CNE1000002F5; alt. ISIN CND10002G601; alt. ISIN CND10002GB71; alt. ISIN CNE100001FN5; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710934369E
CHINA COMMUNICATIONS CONSTRUCTION GROUP (LIMITED),32072,,COMPANY,,Issuer Name China Communications Group Co. Ltd; alt. Issuer Name China Communications Construction Group (Ltd.); alt. Issuer Name China Communications Group Company Limited; ISIN CND10003RDS3; alt. ISIN CND100041XX5; alt. ISIN CND1000455C3; alt. ISIN CND100041XW7; alt. ISIN CND1000455B5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710933809D (China); a.k.a. 'CCCG'; Linked To: CHINA COMMUNICATIONS CONSTRUCTION COMPANY LIMITED.
CHINA ELECTRONICS CORPORATION,30932,,COMPANY,,Issuer Name China Electronics Corporation; ISIN CND10000KG49; alt. ISIN CND10002F8S4; Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Legal Entity Number 300300PV91RY9GH3CT16; Unified Social Credit Code (USCC) 91110000100010249W (China); a.k.a. 'CEC'; Linked To: NANJING PANDA ELECTRONICS COMPANY LIMITED.
CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION,30936,,COMPANY,,Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710929498G (China); a.k.a. 'CETC'.
CHINA GENERAL NUCLEAR POWER CORPORATION,30937,,COMPANY,,Issuer Name China General Nuclear Power Corporation; ISIN CND10003XXN0; alt. ISIN CND1000248C2; alt. ISIN CND10003GZY7; alt. ISIN CND1000363K2; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9144030010001694XX (China); a.k.a. 'CGN'.
CHINA MARINE INFORMATION ELECTRONICS COMPANY LIMITED,32103,,COMPANY,,Equity Ticker 600764 CN; Issuer Name China Marine Information Electronics Company Limited; ISIN CNE000000N30; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000224344507P (China).
"CHINA MOBILE COMMUNICATIONS GROUP CO., LTD.",30944,,COMPANY,,Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911100007109250324 (China).
CHINA MOBILE LIMITED,30923,,COMPANY,,"Equity Ticker CHL US; alt. Equity Ticker 941 HK; alt. Equity Ticker CHL RU; alt. Equity Ticker CTMA DE; alt. Equity Ticker K3PD SG; alt. Equity Ticker CTM DE; alt. Equity Ticker C1HL34 BR; alt. Equity Ticker CHL AR; Issuer Name China Mobile Limited; alt. Issuer Name China Mobile Ltd; ISIN US16941M1099; alt. ISIN HK0941009539; alt. ISIN BRC1HLBDR003; alt. ISIN ARDEUT111812; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: CHINA MOBILE COMMUNICATIONS GROUP CO., LTD."
CHINA NATIONAL NUCLEAR CORPORATION,30954,,COMPANY,,Issuer Name China National Nuclear Corporation; ISIN CND10000KRQ8; alt. ISIN CND100005B38; alt. ISIN CND10002J9T6; alt. ISIN CND100027TJ1; alt. ISIN CND10002DLF5; alt. ISIN CND10003RXC5; alt. ISIN CND10002J9V2; alt. ISIN CND100005B20; alt. ISIN CND100025BB0; alt. ISIN CND10003VCD9; alt. ISIN CND10003RXB7; alt. ISIN CND10001ZPR6; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000100009563N (China); a.k.a. 'CNNC'.
CHINA NATIONAL OFFSHORE OIL CORPORATION,30956,,COMPANY,,Target Type State-Owned Enterprise; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Legal Entity Number 300300AY5BEBCYDR2F31; Unified Social Credit Code (USCC) 91110000100001043E (China).
CHINA NORTH INDUSTRIES GROUP CORPORATION LIMITED,30957,,COMPANY,,Issuer Name China North Industries Group Corporation Limited; alt. Issuer Name China North Industries Group Co. Ltd; ISIN CND10001PXG4; alt. ISIN CND10000KPW0; alt. ISIN CND10000KSK9; alt. ISIN CND1000133M5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710924910P (China); a.k.a. 'CNIGC'.
CHINA NUCLEAR ENGINEERING CORPORATION LIMITED,30958,,COMPANY,,Equity Ticker 601611 CN; Issuer Name China Nuclear Engineering Corporation Limited; ISIN CNE100002896; alt. ISIN CND10003XJ14; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000717828569P (China); a.k.a. 'CNECC'; a.k.a. 'CNEC'.
CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED,30959,,COMPANY,,Equity Ticker 601186 CN; alt. Equity Ticker 1186 HK; Issuer Name China Railway Construction Corporation Limited; ISIN CNE1000009T1; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710935150D (China); a.k.a. 'CRCC'.
"CHINA SATELLITE COMMUNICATIONS CO., LTD.",32069,,COMPANY,,"Equity Ticker 601698  CN; Issuer Name China Satellite Communications Co., Ltd.; ISIN CNE100003PX9; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710929113P (China)."
CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED,32100,,COMPANY,,Equity Ticker 601989 CN; Issuer Name CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED; ISIN CNE100000J75; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710935329H (China); a.k.a. 'CSICL'.
CHINA SHIPBUILDING INDUSTRY GROUP POWER COMPANY LIMITED,32106,,COMPANY,,Equity Ticker 600482 CN; Issuer Name China Shipbuilding Industry Group Power; ISIN CNE000001KB1; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911306007109266097 (China); a.k.a. 'CSICP'.
CHINA SOUTH INDUSTRIES GROUP CORPORATION,30933,,COMPANY,,"Issuer Name China South Industries Group Co., Ltd.; alt. Issuer Name China South Industries Group Corporation; ISIN CND10000KTG5; alt. ISIN CND10000K5V9; alt. ISIN CND10000KTF7; alt. ISIN CND10000GGC9; alt. ISIN CND10000K0B2; alt. ISIN CND10000GGD7; alt. ISIN CND10000KTD2; alt. ISIN CND10000K5W7; alt. ISIN CND10001TRP9; alt. ISIN CND10001TRQ7; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000710924929L (China); a.k.a. 'CSIGC'; a.k.a. 'CSGC'."
"CHINA SPACESAT CO., LTD.",30934,,COMPANY,,"Equity Ticker 600118 CN; Issuer Name China Spacesat Co., Ltd.; ISIN CNE000000SM3; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 911100001000274544 (China)."
CHINA STATE SHIPBUILDING CORPORATION LIMITED,30938,,COMPANY,,Issuer Name China State Shipbuilding Corporation; alt. Issuer Name China State Shipbuilding Corporation Co. Ltd; ISIN CND100005C60; alt. ISIN CND10000KTB6; alt. ISIN CND10000KT93; alt. ISIN CND100005MX3; alt. ISIN CND100005MX3; alt. ISIN CND10000LD58; alt. ISIN CND10000LLH8; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91310000710924478P (China); a.k.a. 'CSSC'; a.k.a. 'CSC'.
CHINA TELECOM CORPORATION LIMITED,30882,,COMPANY,,"Equity Ticker CHA US; alt. Equity Ticker CHA RU; alt. Equity Ticker ZCHA DE; alt. Equity Ticker CHA AR; alt. Equity Ticker K3ED SG; alt. Equity Ticker 0728 HK; alt. Equity Ticker ZCH DE; Issuer Name China Telecom Corporation Limited; alt. Issuer Name China Telecom Corp Ltd; alt. Issuer Name China Telecom Co., Ltd; alt. Issuer Name China Telecom Corporation Limited.Co.Ltd; ISIN US1694261033; alt. ISIN CNE1000002V2; alt. ISIN CND100020NC4; alt. ISIN CND1000248G3; alt. ISIN CND10003ND87; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 9111000071093019X7 (China); Linked To: CHINA TELECOMMUNICATIONS CORPORATION."
CHINA TELECOMMUNICATIONS CORPORATION,30939,,COMPANY,,Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000100017707H (China).
CHINA UNICOM (HONG KONG) LIMITED,30924,,COMPANY,,"Equity Ticker CHU US; alt. Equity Ticker 762 HK; alt. Equity Ticker XCIA DE; alt. Equity Ticker K3ID SG; alt. Equity Ticker XCI DE; Issuer Name China Unicom (Hong Kong) Limited; ISIN US16945R1041; alt. ISIN HK0000049939; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Linked To: CHINA UNITED NETWORK COMMUNICATIONS GROUP CO., LTD."
"CHINA UNITED NETWORK COMMUNICATIONS GROUP CO., LTD.",30942,,COMPANY,,Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91110000MA001HYK9X (China).
CJSC VANKORNEFT,18274,,COMPANY,,"Email Address info@vankoroil.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; alt. Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 2437261631 (Russia); Registration Number 1042400920077 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY."
"CLOUDWALK TECHNOLOGY CO., LTD.",33112,,COMPANY,,Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 914401153314442716 (China); a.k.a. 'CLOUDWALK'.
CNOOC LIMITED,30926,,COMPANY,,Equity Ticker 00883 HK; alt. Equity Ticker CNU CA; alt. Equity Ticker NC2B DE; alt. Equity Ticker CEO US; Issuer Name CNOOC Limited; alt. Issuer Name CNOOC Ltd; ISIN HK0883013259; alt. ISIN US1261321095; alt. ISIN HK2998013240; alt. ISIN BRC1EODR004; alt. ISIN HK0883013259; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Company Number 0685974 (Hong Kong); Legal Entity Number 549300XIVJCBIGMRUD48; Linked To: CHINA NATIONAL OFFSHORE OIL CORPORATION.
"COSTAR GROUP CO., LTD.",32107,,COMPANY,,Equity Ticker 002189 CN; Issuer Name Costar Group Co; ISIN CNE100000882; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91410000615301803D (China).
CREDIT URAL BANK,20294,,COMPANY,,"SWIFT/BIC CRDURU4C; Website www.creditural.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027400000638; Tax ID No. 7414006722; All offices worldwide; for more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; a.k.a. 'KUB OAO'; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
CROSSPLANET LTD,19998,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: BM BANK JSC."
CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,32079,,COMPANY,,Equity Ticker 00317  HK; alt. Equity Ticker 600685  CN; Issuer Name CSSC Offshore & Marine Engineering (Group) Company Limited; ISIN CNE100000395; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91440101190499390U (China).
"DAHBOUR, Ibrahim Mohammed",9649,,INDIVIDUAL,,DOB 1968.
"DALTRANSGAZ, OAO",19688,,COMPANY,,"Website www.daltransgaz.ru; Email Address A.Podojjnicyna@khb.gtt.gazprom.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1032700295650; Tax ID No. 6500000930; Government Gazette Number 54545960; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
"DARAGHMEH, Ayman Hussein",9658,,INDIVIDUAL,,DOB 1963.
"DAWNING INFORMATION INDUSTRY CO., LTD",33113,,COMPANY,,"Equity Ticker 603019CN; Issuer Name Sugon Information Industry Co., Ltd.; ISIN CNE100001TW7; Effective Date (CMIC) 14 Feb 2022; Purchase/Sales For Divestment Date (CMIC) 16 Dec 2022; Listing Date (CMIC) 16 Dec 2021; Unified Social Credit Code (USCC) 91120000783342508F (China); a.k.a. 'SUGON'."
DEVELOPMENT CORPORATION OF NORTH CAUCASUS OJSC,18270,,COMPANY,,"Website krskfo.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Public Registration Number 1102632003253; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
"DRUZHBA, AO",19690,,COMPANY,,"Website en.imperialhotel.ru; Email Address drugba@t50.ru; Executive Order 13662 Directive Determination - Subject to Directive 4; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1025003747317; Tax ID No. 5030019801; Government Gazette Number 31850347; For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY GAZPROM."
